Stock1,Stock2,Lag,Corr,Freq%,AvgGap,WinRate,AvgProfit,FreqSame%,Score
GRMN,VEEV,1,-0.0691168999033962,62.5,2.601438154833829,72.3404255319149,1.3697970201206051,34.04255319148936,16.544587015471812
1024.HK,2317.TW,1,-0.1692184169503405,70.58823529411765,4.874003935976296,68.75,2.7059417868605875,32.97872340425532,16.54203183898373
INTU,ADI,1,-0.1397378037614875,65.78947368421053,2.964353186757303,69.76744186046511,1.4807356423192612,31.91489361702128,16.539374564807186
DELL,2317.TW,1,0.0037224852566418,61.53846153846154,3.910926326660925,71.875,2.1591658601973385,34.04255319148936,16.51853711771325
PLTR,DELTA.BK,1,0.2084037587499748,58.82352941176471,5.258530627759526,71.875,2.5118725495013283,34.04255319148936,16.50100476367395
NET,FTNT,1,0.0050881776668094,62.96296296296296,4.176395453101417,75.60975609756098,2.299748088483148,39.361702127659576,16.469086371060214
HOOD,DELTA.BK,1,0.1608081085210553,62.16216216216216,5.8444097355850415,68.75,3.2237737486374667,31.91489361702128,16.424759568197043
TEL,ADSK,1,-0.1683575562512596,64.70588235294117,2.8238654891397297,73.17073170731707,1.383359481952621,36.17021276595745,16.422766594796098
HOOD,SHOP,1,0.0597001747899756,67.56756756756756,5.797827955962803,69.04761904761905,3.7395174738472106,34.04255319148936,16.40067335515213
NVDA,META,1,-0.0552363460141103,62.85714285714285,3.741132709884104,71.11111111111111,2.15385683231315,34.04255319148936,16.368947696756372
2317.TW,ZS,2,0.2771568410959487,70.96774193548387,3.366906799708611,74.28571428571429,2.170587176737164,32.25806451612903,18.245032327209383
DELL,NET,2,-0.0203423734548022,74.35897435897436,4.269198603191142,76.92307692307693,2.0808133923214625,37.634408602150536,17.93538466838725
IFX.DE,NET,2,-0.0454377705723004,78.94736842105263,4.308474594201952,73.07692307692307,1.9342513561372603,34.40860215053764,17.882150788067737
2317.TW,DDOG,2,0.189722396846875,67.74193548387096,3.652230537051929,70.73170731707317,2.2044096582592068,30.107526881720432,17.53547792207105
6857.T,NET,2,-0.1599500451740925,76.47058823529412,5.763508551842027,76.92307692307693,3.3049855842824902,40.86021505376344,17.50557372564098
UBER,ADYEN.AS,2,-0.193139821579488,75.0,3.649686707868749,66.66666666666666,2.003765255347879,26.881720430107524,17.489693646553008
6701.T,DASH,2,-0.1305540521127879,67.56756756756756,4.062273234258488,75.75757575757575,2.590605923467967,36.55913978494624,17.425690663341022
ORCL,688256.SS,2,-0.2467553753731659,61.76470588235294,4.187218741293672,73.33333333333333,2.831746492442728,32.25806451612903,17.347985890971913
CRWV,CDNS,2,-0.027055966175909,72.72727272727273,7.67581566939176,66.66666666666666,8.009274966631562,31.18279569892473,17.221754917782366
DELL,BKNG,2,-0.0520361463249128,69.23076923076923,3.71995271714184,70.0,3.071908537563386,32.25806451612903,16.97081403324505
XYZ,PLTR,2,0.0246494198371554,71.875,5.110481860609637,74.28571428571429,2.1364505030108005,38.70967741935484,16.86671674300337
NET,FTNT,2,-0.0513863501836571,66.66666666666666,4.287813995362607,75.0,2.477568972774925,38.70967741935484,16.696672264723613
PLTR,NET,2,-0.1459458937992901,79.41176470588235,5.801498666349678,73.07692307692307,3.715809155183916,40.86021505376344,16.685890892980495
DELL,ZS,2,0.0434824818331909,69.23076923076923,3.684611860451149,71.42857142857143,2.6912893041647044,35.483870967741936,16.62430338105837
6701.T,TXN,2,-0.1313242621967748,64.86486486486487,3.957857134688646,71.7948717948718,2.219288258467514,34.40860215053764,16.601577986412067
DELL,SHOP,2,0.0058305477308763,64.1025641025641,4.792564655259794,70.73170731707317,2.154430492927484,33.33333333333333,16.57456086154352
NET,CRWD,2,-0.1151407408331441,62.96296296296296,4.216090628381281,75.60975609756098,2.064407763122336,38.70967741935484,16.561179704069204
XYZ,ANET,2,-0.0503077799633714,75.0,5.321648064261419,74.19354838709677,1.934904201996604,40.86021505376344,16.53041560327764
IFX.DE,SHOP,2,0.0120204842095559,65.78947368421053,4.670360337284397,68.29268292682927,2.12843824715666,31.18279569892473,16.490342036831187
SNOW,ADYEN.AS,2,-0.1997061651508351,73.52941176470588,4.107081927937653,69.04761904761905,2.097900906737752,34.40860215053764,16.38579651058433
SNPS,PLTR,2,0.0701071110873096,74.35897435897436,4.374762446271816,68.57142857142857,1.5919861633346677,34.40860215053764,16.34575690080129
ADYEN.AS,NET,2,-0.3165116249786582,78.57142857142857,4.739343470404487,69.23076923076923,2.383657304424933,36.55913978494624,16.30809015108508
ANET,GOOG,2,0.0094616117329741,70.96774193548387,3.563650991445249,71.7948717948718,2.2305449689807584,37.634408602150536,16.292590023609236
CRWV,FTNT,2,-0.1220078327765091,65.9090909090909,8.92228869073413,65.0,9.20250406217989,32.25806451612903,16.23383907970303
DELL,MSTR,2,-0.1297162814447419,66.66666666666666,5.359283271523725,69.23076923076923,2.517834573286144,34.40860215053764,16.113935031431403
CRWV,AMD,2,-0.0674253483709189,68.18181818181817,9.227100803381774,64.86486486486487,8.791058595655347,33.33333333333333,16.091574948588644
PLTR,MSTR,2,-0.2216049014197299,70.58823529411765,6.681650298545653,69.23076923076923,3.750802886996617,36.55913978494624,16.049111836702803
PLTR,NVDA,2,-0.1113902956185104,73.52941176470588,5.28729240739504,69.44444444444444,3.5254782362852897,37.634408602150536,15.995172164147428
CRWV,IFX.DE,2,-0.1320834142360172,63.63636363636363,8.676359939380605,64.1025641025641,8.419457557991082,31.18279569892473,15.98788054616394
AVGO,8035.T,2,-0.3425406586034573,68.75,4.839485777834823,69.04761904761905,2.5211260427421456,35.483870967741936,15.87286248240331
ZS,ADYEN.AS,2,-0.1146595674669972,72.22222222222221,3.697797280523836,66.66666666666666,2.100834966977843,34.40860215053764,15.649284273577358
HOOD,GOOG,2,-0.0155921283743091,64.86486486486487,4.620977697638605,69.23076923076923,3.7741835886759576,36.55913978494624,15.633050711511444
ANET,NET,2,-0.0321548167272301,77.41935483870968,4.818153010528952,73.07692307692307,1.711346375984978,44.08602150537634,15.612256785485252
0981.HK,RDDT,2,0.1341238935539887,66.66666666666666,5.5346271771158895,68.29268292682927,1.6476931990250745,35.483870967741936,15.608334919955102
MELI,SNPS,2,-0.0444668655395245,68.42105263157895,3.636782016144892,68.42105263157895,1.5059754554862756,35.483870967741936,15.599495185327411
DELTA.BK,BKNG,2,-0.1709360942627167,65.625,4.921896871622175,62.5,3.865620003171767,29.03225806451613,15.506516353459906
DASH,CRWD,2,-0.1313219292472361,63.63636363636363,4.123587855565034,70.73170731707317,1.9985457314629531,37.634408602150536,15.489761648456447
AVGO,NET,2,0.0314188087832238,75.0,4.228726347850727,73.07692307692307,2.0077438760018254,44.08602150537634,15.472649884852272
DELL,COIN,2,0.0174787368527353,58.97435897435898,5.669456686581581,67.3913043478261,2.42983658039242,33.33333333333333,15.397205173988333
ANET,COIN,2,-0.0685260070074789,61.29032258064516,5.8673939410827165,69.56521739130434,2.30570478584844,36.55913978494624,15.39359482244965
ADYEN.AS,TSLA,2,-0.2940977087794348,66.66666666666666,5.39616611199939,65.11627906976744,2.016609095049695,32.25806451612903,15.372837906580944
ADYEN.AS,SHOP,2,-0.2388722194246388,66.66666666666666,5.189756597551258,65.85365853658537,2.149407414979293,33.33333333333333,15.351828141928028
MU,FTNT,2,-0.093893417322842,65.78947368421053,4.750181091632814,67.5,2.6650062033958246,35.483870967741936,15.33313380688919
ANET,6701.T,2,-0.1838911740244206,67.74193548387096,4.607998749675088,70.27027027027027,2.8026616420203854,39.784946236559136,15.23603325637921
6857.T,688256.SS,2,-0.0985024424756018,61.76470588235294,5.042289372696581,68.88888888888889,2.671503353571619,36.55913978494624,15.225520507495684
DELL,FTNT,2,-0.027433342219754,64.1025641025641,4.16537725131705,67.5,2.722625179403937,35.483870967741936,15.218282910320546
NET,6561.T,2,-0.3197989096267443,51.85185185185185,4.56766085410128,72.3404255319149,2.4100548730301963,37.634408602150536,15.17768928602383
SPOT,HOOD,2,-0.1141959983646573,70.45454545454545,5.312668075515758,63.1578947368421,2.419587642835591,32.25806451612903,15.16609025955707
0981.HK,DASH,2,0.2640115521016681,69.6969696969697,3.5357152571473005,69.6969696969697,1.4321800467810963,39.784946236559136,15.137963738107333
MU,NET,2,-0.0431283373329496,73.68421052631578,5.087293387105405,69.23076923076923,2.424123774997156,40.86021505376344,15.119303589663716
AVGO,LRCX,3,-0.3217592284773518,81.25,4.53272831268507,77.77777777777779,2.355531026867706,32.608695652173914,19.706888097639517
IFX.DE,LRCX,3,-0.0133247392531003,78.37837837837837,3.9061400366136776,72.22222222222221,1.839666568649668,28.26086956521739,18.97261940893284
EA,PYPL,3,-0.115291605530582,74.35897435897436,2.822923497191574,72.97297297297297,1.2544786117932918,30.434782608695656,18.287963658462377
MRVL,LRCX,3,-0.3405337999915369,76.19047619047619,5.6519200802038885,69.44444444444444,3.574078998489195,29.347826086956523,17.9926994138994
CSCO,DSY.PA,3,0.0735972697416268,61.53846153846154,2.24370877034034,71.73913043478261,1.2079167169690264,27.173913043478255,17.86734679417548
NET,TCEHY,3,-0.1317636279774341,70.37037037037037,3.7413685866041537,75.60975609756098,2.4787260655872507,35.869565217391305,17.69481086518544
MRVL,KLAC,3,-0.2856382604393924,73.80952380952381,5.470776168893763,69.44444444444444,3.5524579976994755,30.434782608695656,17.597249269478553
MELI,TEAM,3,-0.2091873234385455,65.78947368421053,4.121365299115202,71.11111111111111,1.7636299214235347,29.347826086956523,17.55351521861654
PANW,NET,3,-0.2657882334088622,79.48717948717949,4.338364495113448,73.07692307692307,1.9291428994881328,35.869565217391305,17.528909089424516
AVGO,NXPI,3,-0.2754840211453241,65.625,4.869633267077687,73.33333333333333,2.095995853111884,32.608695652173914,17.472658287777648
AVGO,CDNS,3,-0.288097568829342,75.0,4.406131934907279,74.28571428571429,2.627600954264882,36.95652173913043,17.392193898010866
SNOW,TCEHY,3,-0.1292222629000781,67.64705882352942,3.15457244279216,73.17073170731707,1.6727395888510193,33.69565217391305,17.226954762638364
MELI,CDNS,3,-0.1336940531086374,73.68421052631578,3.0949846430719967,71.42857142857143,1.465843946926582,33.69565217391305,17.11537685017862
ORCL,DSY.PA,3,0.0296824903882176,55.88235294117647,3.206193308997687,73.91304347826086,2.22578786369644,32.608695652173914,17.01253451263537
ANET,6561.T,3,0.0350418200333235,61.29032258064516,3.8731060318880415,72.3404255319149,2.511589415723134,32.608695652173914,16.994982210955285
ANET,DSY.PA,3,-0.0944462997412218,58.06451612903226,4.054464912513226,73.91304347826086,2.791784590203813,33.69565217391305,16.97468773799561
ANET,SU.PA,3,-0.3341534954429023,64.51612903225806,4.664179331191278,72.3404255319149,3.120292642289062,33.69565217391305,16.958989688784612
NET,SAP,3,-0.2280615139466433,66.66666666666666,4.044075968313283,73.80952380952381,2.770111641929809,36.95652173913043,16.732233035921354
AVGO,AMZN,3,-0.2085369279057797,68.75,3.9776924820182455,71.42857142857143,2.4783515827879588,34.78260869565217,16.674892313541026
HOOD,LRCX,3,-0.2018622526567685,72.97297297297297,5.204545760972498,69.44444444444444,4.366303769267228,34.78260869565217,16.655724054438465
HOOD,TEL,3,-0.1085720918612816,75.67567567567568,4.159745711479944,69.6969696969697,4.407827940111843,35.869565217391305,16.633846165995877
HOOD,6561.T,3,-0.0994723757509675,62.16216216216216,5.377911416515092,68.08510638297872,4.513421384096442,30.434782608695656,16.609001514807048
8035.T,SONY,3,-0.1313884805309933,64.28571428571429,3.224519296120348,65.95744680851064,2.0815834131811912,27.173913043478255,16.53599134010736
DASH,AMZN,3,-0.1672487285506728,66.66666666666666,3.617636393628744,71.42857142857143,2.4597225954736084,34.78260869565217,16.530964198546105
CSCO,SU.PA,3,-0.1962231736540285,64.1025641025641,2.737273437684453,68.08510638297872,1.2969258170929192,29.347826086956523,16.499404933259257
AVGO,KLAC,3,-0.2824186782944894,71.875,4.801899299628531,72.22222222222221,2.5762440909086504,38.04347826086957,16.393257739956766
NET,TXN,3,-0.1344694851908224,66.66666666666666,4.184410712270898,74.35897435897436,2.20059076387483,39.130434782608695,16.37000395953788
AVGO,MU,3,-0.3389641597730212,71.875,5.283445416293161,71.05263157894737,2.84844798694175,36.95652173913043,16.35193321847743
ADYEN.AS,2317.TW,3,-0.1460865807700628,64.28571428571429,3.736160384985945,68.75,1.889127747083538,31.521739130434785,16.327977108469483
AVGO,TXN,3,-0.2800556067276349,68.75,4.560855376032127,71.7948717948718,2.439147487268586,36.95652173913043,16.29206457796376
NET,INTC,3,-0.1254769658193369,55.55555555555556,4.524759799129099,72.91666666666666,2.343227701283761,34.78260869565217,16.263162082407217
6857.T,1024.HK,3,-0.391558446644592,70.58823529411765,6.23228152937065,70.58823529411765,3.579052190060414,36.95652173913043,16.246623331342967
MRVL,ARM,3,-0.2725789079375566,71.42857142857143,6.140671141807963,65.0,3.326119280964804,30.434782608695656,16.23471734140467
NET,TEAM,3,-0.1495520882319216,59.25925925925925,4.569431663202164,73.33333333333333,2.518280150950552,36.95652173913043,16.142473901205555
ORCL,SU.PA,3,-0.1767376004426054,61.76470588235294,3.8027714528795817,70.2127659574468,2.343180464716205,33.69565217391305,16.11754856051426
6857.T,8035.T,3,-0.1746938075921121,61.76470588235294,5.758135313724539,70.73170731707317,3.23050433859313,35.869565217391305,15.958189623092728
6857.T,6701.T,3,-0.1902233065675779,67.64705882352942,4.738234900084726,70.27027027027027,3.0593474584887392,36.95652173913043,15.896700838096418
1024.HK,000660.KS,3,0.0016110443058852,64.70588235294117,4.550287785315083,66.66666666666666,2.1411070285724327,31.521739130434785,15.8888925112338
NET,IBM,3,-0.1920059765976306,66.66666666666666,3.863614682859645,72.5,2.360958019734198,39.130434782608695,15.842960399798429
NVDA,TCEHY,3,-0.1857997919142979,68.57142857142857,3.4639507064983976,68.29268292682927,2.620856517100354,34.78260869565217,15.795731949757696
MELI,SE,3,-0.2473072881946537,68.42105263157895,3.8536168989781614,68.42105263157895,1.6299010793232396,34.78260869565217,15.724732386842806
MELI,XYZ,3,-0.1687392254473647,73.68421052631578,4.175548210017651,68.75,1.7305719385763831,36.95652173913043,15.715937610266677
MSFT,2317.TW,3,-0.0784719197014454,58.333333333333336,3.0479568588714643,71.875,0.968525926824001,35.869565217391305,15.7143101504617
6701.T,8035.T,3,-0.2292385759888299,63.888888888888886,4.250655664021106,68.29268292682927,2.0714109855762315,33.69565217391305,15.708377116887148
GRMN,AAPL,3,-0.1026149890412654,68.75,3.230283793102916,70.0,1.6078371318317817,36.95652173913043,15.697611389547628
ANET,KLAC,3,-0.095452737293426,67.74193548387096,4.593282468583285,72.22222222222221,2.4797237854965024,40.21739130434783,15.666810873307586
6857.T,GOOG,3,-0.1675193083637284,67.64705882352942,4.450511813661998,69.23076923076923,3.382014531085969,36.95652173913043,15.634962204678274
KLAC,6561.T,3,-0.0215474749890916,58.333333333333336,3.6169468092490034,68.08510638297872,2.327704039248721,32.608695652173914,15.585806589012009
EA,XYZ,3,-0.0351280896622447,71.7948717948718,3.615668575299801,68.75,1.4106947405882748,36.95652173913043,15.56989195352902
SNOW,DELTA.BK,3,-0.1170619697237918,55.88235294117647,5.522090289867795,70.96774193548387,2.362579521822451,35.869565217391305,15.558000224523088
TCEHY,NOW,4,-0.2007621988807837,70.73170731707317,3.125974738552604,76.19047619047619,1.5611722972452418,23.07692307692308,20.61484059764296
0981.HK,NOW,4,-0.2328025778125664,69.6969696969697,4.219122525955364,78.57142857142857,1.8964177094946453,27.472527472527474,20.292704394475983
ASML,DELTA.BK,4,-0.3046699161690051,66.66666666666666,5.361196631963334,77.41935483870968,2.2731311876174525,27.472527472527474,19.85392595607325
NET,ADI,4,-0.0872768112970571,73.07692307692307,3.717270653555904,78.57142857142857,2.3645276009525165,32.967032967032964,19.3378756092268
6857.T,NOW,4,-0.1372863121562958,69.6969696969697,4.781599711328584,76.19047619047619,3.158680523675504,30.76923076923077,19.076801361698056
TSM,DELTA.BK,4,-0.2186511652619523,70.27027027027027,5.217152530046069,74.19354838709677,2.5096712752630044,28.57142857142857,18.993917629029323
SE,DELTA.BK,4,0.0186404327647183,60.526315789473685,4.712036129586124,77.41935483870968,2.1780289993356914,30.76923076923077,18.759987009307203
2317.TW,ORCL,4,-0.1656059880104924,77.41935483870968,4.381338174365483,73.52941176470588,2.5048896248612467,30.76923076923077,18.75378360123484
0981.HK,TSM,4,-0.3040159771795265,69.6969696969697,4.722941213477298,77.14285714285715,2.333525284035971,32.967032967032964,18.712901522359427
NET,LRCX,4,-0.1738646168250132,73.07692307692307,4.378763690378931,80.0,2.6739336367607662,38.46153846153847,18.534672624721992
0981.HK,ZS,4,-0.1967108439167486,72.72727272727273,3.9726900009498585,76.47058823529412,1.55163094096151,34.065934065934066,18.391551439209984
DASH,EA,4,0.0325270416925634,68.75,3.082707665385009,76.92307692307693,2.0701235553878,34.065934065934066,18.32785366428448
0981.HK,MSFT,4,-0.2859675135292929,75.75757575757575,3.8688381091006288,74.28571428571429,2.20525669812198,32.967032967032964,18.27055794427811
KLAC,INTU,4,-0.1175400215063338,74.28571428571429,3.415544722380158,74.28571428571429,2.713197046903676,32.967032967032964,18.249333874455576
ADYEN.AS,HOOD,4,-0.1869484924067528,70.73170731707317,4.887758436818025,72.97297297297297,1.8191247718212384,30.76923076923077,18.11694118371157
CPNG,DELTA.BK,4,-0.2025129107793919,65.85365853658537,4.778256346443112,70.96774193548387,1.920520037155691,28.57142857142857,17.743319179138084
NVDA,DELTA.BK,4,-0.2485525193701862,64.70588235294117,5.466436522664687,74.19354838709677,2.960707092241699,32.967032967032964,17.692566334340977
NET,SONY,4,-0.1431677877094967,61.53846153846154,3.6305341279474335,76.08695652173914,2.4958712210817056,34.065934065934066,17.650820565528534
ADYEN.AS,MRVL,4,-0.1162601211249719,65.85365853658537,4.391185761224843,71.42857142857143,1.9273338323698224,29.67032967032967,17.627841909899878
KLAC,PANW,4,-0.0889864732596972,71.42857142857143,3.5020886483039053,72.97297297297297,2.3682466199137204,34.065934065934066,17.4330473598497
NOW,KLAC,4,-0.1630395553414201,74.4186046511628,3.471392558756793,68.57142857142857,2.063782116657841,29.67032967032967,17.353639945528997
MSFT,1024.HK,4,-0.1893922119376425,68.57142857142857,3.715112498865324,73.52941176470588,1.401794581395026,34.065934065934066,17.28674815240173
ORCL,NTES,4,-0.0822988652681409,66.66666666666666,3.638041549870705,73.17073170731707,2.793803491734439,34.065934065934066,17.22909962672861
NVDA,PANW,4,-0.11381151909552,70.58823529411765,3.597185863097,72.97297297297297,2.489602561214832,35.16483516483517,17.141236331122368
KLAC,DELTA.BK,4,-0.2799188537523544,60.0,5.805468419991567,74.19354838709677,2.7740352634279835,34.065934065934066,17.12908990417693
1024.HK,AMZN,4,-0.1079345828192897,69.6969696969697,4.394121305498178,69.04761904761905,2.597465203717222,30.76923076923077,17.045091920692673
ANET,1024.HK,4,0.0938920850381691,63.33333333333333,4.8310782380687005,76.47058823529412,2.254370626847498,38.46153846153847,16.98504357550008
INTU,AVGO,4,-0.1520083070018379,75.0,2.9827208582751163,71.875,1.4308421573351249,35.16483516483517,16.978955062133853
INTU,EA,4,-0.0757551307276288,66.66666666666666,2.609949292710233,71.7948717948718,1.585630035572808,32.967032967032964,16.927568466583356
LRCX,DELTA.BK,4,-0.2411230409791427,63.888888888888886,5.778822561648632,70.96774193548387,2.899478163557706,32.967032967032964,16.763904500622367
ASML,1024.HK,4,-0.1906514148413424,66.66666666666666,4.480051840951826,70.58823529411765,2.119957092681126,32.967032967032964,16.711084783867605
MRVL,6857.T,4,-0.0729155238357586,70.73170731707317,6.117620946516754,68.57142857142857,3.609640834185607,32.967032967032964,16.683914776859762
ADI,DELTA.BK,4,-0.2536203509345117,65.85365853658537,5.613048160436968,67.74193548387096,2.3884831478647675,29.67032967032967,16.683451013419724
AVGO,2454.TW,4,-0.0707072489692762,54.83870967741935,3.9130085131958,71.42857142857143,1.962023591109031,30.76923076923077,16.656704640116622
XYZ,SNOW,4,-0.1231980101947256,70.96774193548387,4.591797836793584,75.0,2.7010436293571654,40.65934065934066,16.55536637942665
SAP,ZS,4,-0.1304236452332104,73.80952380952381,2.8556994241130687,67.64705882352942,1.744370878358812,31.868131868131865,16.511586110362373
NTES,INTU,4,-0.1860518033672445,69.04761904761905,2.965676361024356,68.57142857142857,2.2986666541925733,31.868131868131865,16.501894662452912
0981.HK,NVDA,4,-0.2722244534265649,69.6969696969697,4.96703275344663,71.42857142857143,2.245462687103194,36.26373626373626,16.411855695509864
6857.T,ADSK,4,-0.1330552194747736,66.66666666666666,4.324009291910196,71.7948717948718,2.834493180424264,36.26373626373626,16.38064201486479
SE,8035.T,4,-0.0285003962384951,63.1578947368421,4.19487326192941,70.0,2.187383948223062,32.967032967032964,16.35832518926551
1024.HK,8035.T,4,-0.1906416360643934,63.63636363636363,5.358256962948342,70.0,2.975136518551593,34.065934065934066,16.234528521613342
ADYEN.AS,ANET,4,-0.0583859617690247,73.17073170731707,3.8840024877115504,70.0,1.5699890518301038,36.26373626373626,16.181899791717058
PANW,6701.T,4,-0.0590705182215855,68.42105263157895,3.422494113441203,69.44444444444444,1.4303272040317203,34.065934065934066,16.17766851200399
ASML,INTU,4,-0.0294748773894866,69.23076923076923,2.9819720613993383,68.57142857142857,2.654827557553386,34.065934065934066,16.098783459850893
1024.HK,INTU,4,-0.0142613958737398,63.63636363636363,3.594193236745803,71.42857142857143,2.513902842902752,36.26373626373626,16.047058182142408
PYPL,SPOT,4,-0.0276382753805411,63.1578947368421,3.944208561943943,68.18181818181817,1.6696161870761304,31.868131868131865,16.04150500864023
NET,KLAC,4,-0.1904319827379196,69.23076923076923,4.717134469379113,74.28571428571429,2.9312986974942707,41.75824175824176,16.00958483093249
6857.T,MU,4,-0.0099373104836815,66.66666666666666,5.159950986993431,71.05263157894737,2.867132560968975,37.362637362637365,16.008191656014013
NET,CSCO,4,-0.2081758618938971,65.38461538461539,3.5374695768635624,73.68421052631578,2.5934078277320243,39.56043956043956,15.991024893233496
SNPS,UBER,4,-0.1512270382721562,68.42105263157895,3.397500203854175,66.66666666666666,2.4007530182718737,31.868131868131865,15.978734960551348
