Date,000660.KS,0981.HK,1024.HK,2317.TW,2454.TW,3690.HK,6561.T,6701.T,6857.T,688256.SS,7974.T,8035.T,AAPL,ABNB,ADBE,ADI,ADP,ADSK,ADYEN.AS,AMD,AMZN,ANET,ARM,ASML,AVGO,BABA,BKNG,CDNS,COIN,CPNG,CRM,CRWD,CRWV,CSCO,CSU.TO,DASH,DDOG,DELL,DELTA.BK,DSY.PA,EA,EBAY,EQIX,FI,FTNT,GOOG,GRMN,HOOD,IBM,IFX.DE,INTC,INTU,JD,KLAC,LRCX,MELI,META,MRVL,MSFT,MSTR,MU,NET,NFLX,NOW,NTES,NVDA,NXPI,ORCL,PANW,PDD,PLTR,PYPL,RDDT,ROP,SAP,SE,SHOP,SNOW,SNPS,SONY,SPOT,SU.PA,TCEHY,TEAM,TEL,TSLA,TSM,TXN,UBER,VEEV,XIACF,XYZ,ZS
2015-08-10,31613.240234375,7.199999809265137,,61.232452392578125,181.17616271972656,,,689.8676147460938,230.48779296875,,1948.593017578125,1641.4722900390625,26.9346866607666,,83.62000274658203,49.78261184692383,65.74679565429688,54.380001068115234,,1.9299999475479128,26.200000762939453,5.21999979019165,,91.66647338867188,9.704870223999023,76.42195892333984,1307.17724609375,21.3799991607666,,,70.65091705322266,,,20.96113586425781,512.5106811523438,,,,6.868134498596191,13.117329597473145,72.0673599243164,25.676559448242188,221.9322967529297,44.41999816894531,9.508000373840332,31.499265670776367,30.52989196777344,,97.63176727294922,9.1256103515625,23.261058807373047,96.92254638671876,27.276588439941406,44.71757125854492,6.472370624542236,122.60289001464844,93.63631439208984,11.474770545959473,41.039398193359375,21.88500022888184,18.38153648376465,,123.02999877929688,76.58999633789062,25.08662414550781,0.5755046010017395,89.0279312133789,34.21573257446289,29.49333381652832,,,39.04999923706055,,160.23855590820312,62.51968383789063,,3.3469998836517334,,51.75,5.103286743164063,,50.45962524414063,16.46051025390625,,53.059547424316406,16.076000213623047,16.742033004760742,39.61854934692383,,26.06999969482422,,,
2015-08-11,31439.0546875,7.400000095367432,,61.232452392578125,178.6598358154297,,,688.172607421875,235.0029296875,,1955.326904296875,1651.8690185546875,25.53304672241211,,83.9000015258789,48.38913345336914,65.52925109863281,54.060001373291016,,1.899999976158142,26.37299919128418,4.96999979019165,,91.45442199707033,9.47078800201416,73.44940948486328,1291.495849609375,21.350000381469727,,,71.0077896118164,,,20.54323387145996,517.9144897460938,,,,6.827253341674805,13.001749038696287,71.92125701904297,25.210695266723636,221.40936279296875,44.025001525878906,9.38599967956543,32.843772888183594,29.90562057495117,,96.85945892333984,8.815159797668457,22.73525047302246,96.58100128173828,25.42548370361328,43.77613830566406,6.310711860656738,122.14681243896484,93.10919189453124,11.39306354522705,40.24168395996094,21.541000366210938,17.463438034057617,,122.73999786376952,76.66999816894531,23.800512313842773,0.5726004242897034,86.33769989013672,33.5981559753418,28.98833274841309,,,38.84999847412109,,159.24867248535156,61.27066040039063,,3.513999938964844,,51.13999938964844,5.140880584716797,,49.15503692626953,16.025936126708984,,51.99934768676758,15.824666976928713,16.137737274169922,38.52309036254883,,25.520000457763672,,,
2015-08-12,31177.794921875,7.400000095367432,,59.848663330078125,176.1435089111328,,,693.257568359375,227.2626953125,,1926.4139404296875,1583.052001953125,25.926767349243164,,83.81999969482422,48.6824951171875,65.70652770996094,54.81999969482422,,1.899999976158142,26.295499801635746,5.021874904632568,,89.50897216796875,9.586689949035645,69.6886215209961,1278.5006103515625,21.25,,,70.42291259765625,,,20.45525550842285,511.21099853515625,,,,,12.590588569641112,71.82380676269531,25.094226837158203,222.13833618164065,44.26499938964844,9.29599952697754,32.78313446044922,29.979942321777344,,97.26429748535156,8.491290092468262,23.119792938232425,96.6732940673828,24.29122543334961,43.99911880493164,6.276996612548828,120.23330688476562,93.67609405517578,11.2568941116333,40.52781295776367,21.697999954223636,17.766212463378906,,120.51000213623048,76.8499984741211,23.738317489624023,0.5740525722503662,84.1407241821289,33.692501068115234,28.5,,,38.18999862670898,,158.8621368408203,61.2364387512207,,3.4730000495910645,,51.2400016784668,5.022461891174316,,47.15931701660156,15.218877792358398,,51.83370208740234,15.878000259399414,16.075761795043945,38.880653381347656,,25.170000076293945,,,
2015-08-13,32135.771484375,7.599999904632568,,60.47137451171875,175.8289794921875,,,694.9525756835938,229.6278381347656,,1917.305419921875,1632.560791015625,25.90651130676269,,84.30999755859375,48.07946014404297,66.43165588378906,54.61000061035156,,1.7899999618530271,26.482999801635746,5.086874961853027,,87.3330307006836,9.469264030456545,71.33159637451172,1269.37646484375,21.350000381469727,,,70.77979278564453,,,21.04177665710449,513.7447509765625,,,,6.827253341674805,12.736485481262209,71.4925537109375,25.076305389404297,223.62796020507807,44.58000183105469,9.300000190734863,32.6285514831543,29.690099716186523,,96.58541107177734,8.63622760772705,22.65676689147949,96.83946990966795,24.545297622680664,42.96501922607422,6.225129127502441,119.2121124267578,92.92023468017578,11.129802703857422,40.51914978027344,21.871000289916992,17.287630081176758,,123.7300033569336,75.69999694824219,22.51105499267578,0.5692123770713806,83.97930908203125,33.7182502746582,28.793333053588867,,,37.619998931884766,,159.38064575195312,60.46648025512695,,3.5309998989105225,,51.38999938964844,5.069453239440918,,47.07390213012695,16.39842987060547,,51.22905731201172,16.167333602905273,15.913064002990724,38.51549530029297,,25.15999984741211,,,
2015-08-14,32135.771484375,7.5,,61.37084197998047,169.8526611328125,,,686.4775390625,230.27279663085935,,1903.046630859375,1586.0223388671875,26.088754653930664,,86.12000274658203,47.94908142089844,66.8667221069336,54.86000061035156,,1.840000033378601,26.576000213623047,5.050000190734863,,85.46134185791016,9.299229621887209,70.99919891357422,1267.7274169921875,21.559999465942383,,,72.35596466064453,,,21.28372573852539,516.55859375,,,,6.78637170791626,12.804696083068848,70.94696807861328,25.31819725036621,225.34735107421875,44.790000915527344,9.343999862670898,32.6618537902832,29.65294075012207,,97.00896453857422,8.512763023376465,22.774490356445312,97.50413513183594,25.516223907470703,42.69815826416016,6.285642147064209,118.72631072998048,93.90483856201172,11.28412914276123,40.75326156616211,21.8799991607666,16.555103302001953,,123.38999938964844,76.62999725341797,21.189640045166016,0.5696964263916016,82.15889739990234,33.804012298583984,28.92333221435547,,,38.13999938964844,,160.01231384277344,60.4151496887207,,3.4560000896453857,,51.63999938964844,5.097647666931152,,46.980712890625,16.45163917541504,,51.792266845703125,16.209999084472656,15.789105415344238,38.52309036254883,,25.229999542236328,,,
2015-08-17,31047.166015625,7.400000095367432,,61.024879455566406,166.70724487304688,,,693.257568359375,231.9928436279297,,1945.02880859375,1608.053466796875,26.358732223510746,,86.7699966430664,48.48693084716797,68.24451446533203,55.400001525878906,,1.7999999523162842,26.76099967956543,5.12375020980835,,85.90390014648438,9.570669174194336,71.4075698852539,1290.202392578125,21.799999237060547,,,73.39685821533203,,,21.13709831237793,514.8199462890625,,,,6.78637170791626,12.73837947845459,71.8042984008789,25.345083236694336,225.43460083007807,45.05500030517578,9.56999969482422,32.848243713378906,30.039382934570312,,97.35772705078124,8.604912757873535,22.821577072143555,97.4487533569336,24.799375534057617,43.223541259765625,6.430875301361084,120.08460235595705,93.4175033569336,11.275049209594728,41.030723571777344,22.15999984741211,16.81881332397461,,125.36000061035156,77.25,20.846677780151367,0.5660661458969116,82.12306213378906,34.06992721557617,29.295000076293945,,,38.72999954223633,,161.4075469970703,60.02163314819336,,3.440999984741211,,52.130001068115234,5.043138027191162,,46.926361083984375,16.265398025512695,,51.80056381225586,16.999332427978516,15.71163845062256,38.72088623046875,,25.489999771118164,,,
2015-08-18,30524.62890625,7.199999809265137,,61.09407043457031,167.9654541015625,,,688.172607421875,230.9178466796875,,1960.4755859375,1604.83544921875,26.21023750305176,,86.44999694824219,47.18306350708008,68.2364730834961,54.59000015258789,,1.7999999523162842,26.750999450683597,4.992499828338623,,85.60884857177734,9.32058048248291,70.16346740722656,1275.65673828125,21.6200008392334,,,71.94954681396484,,,20.71185874938965,515.2312622070312,,,,6.949899196624756,12.800907135009766,71.95046997070312,24.87921142578125,227.74026489257807,45.13999938964844,9.550000190734863,32.612648010253906,29.942773818969727,,97.17083740234376,8.651435852050781,22.688159942626957,97.59646606445312,24.15511703491211,41.855865478515625,6.247603893280029,116.921875,94.6507339477539,11.03901481628418,41.257659912109375,21.77300071716309,15.998382568359377,,124.0500030517578,75.88999938964844,20.592819213867188,0.5609138011932373,79.21763610839844,34.16426467895508,28.94166755676269,,,37.9900016784668,,161.56776428222656,59.679420471191406,,3.259999990463257,,51.97999954223633,5.050657749176025,,46.40607452392578,15.963858604431152,,51.65147399902344,17.381332397460938,15.517953872680664,37.96776580810547,,25.350000381469727,,,
2015-08-19,28739.3125,7.0,,60.9556999206543,164.19093322753906,,,679.6975708007812,218.87741088867188,,1964.4356689453125,1583.5462646484375,25.875019073486328,,85.4800033569336,47.57421112060547,68.0592269897461,54.31999969482422,,1.7999999523162842,26.645999908447266,4.971250057220459,,83.82936096191406,9.260345458984377,69.44170379638672,1275.1827392578125,21.6299991607666,,,71.41423797607422,,,20.38193702697754,514.8386840820312,,,,6.949899196624756,12.662590026855469,69.76808166503906,24.574604034423828,226.29031372070312,44.900001525878906,9.468000411987305,32.849735260009766,29.623205184936523,,95.88157653808594,8.353511810302734,22.25652885437012,98.1042022705078,24.300302505493164,41.70576477050781,6.259707450866699,112.91641235351562,94.78997802734376,10.812067031860352,40.68160629272461,21.86199951171875,15.52956485748291,,122.05999755859376,75.62999725341797,20.523897171020508,0.5587264895439148,78.02497863769531,33.906944274902344,29.020000457763672,,,37.18999862670898,,159.531494140625,60.03017044067383,,3.109999895095825,,52.29999923706055,5.005544185638428,,45.43540573120117,15.75100803375244,,51.66804885864258,17.016666412353516,15.424983024597168,37.42764663696289,,25.299999237060547,,,
2015-08-20,28782.8515625,7.0,,60.47137451171875,163.56182861328125,,,672.9174194335938,215.4373016357422,,1973.5452880859373,1570.9217529296875,25.344072341918945,,82.69000244140625,43.85824203491211,66.64115142822266,53.09999847412109,,1.7000000476837158,25.78899955749512,4.630624771118164,,80.62075805664062,8.770831108093262,66.78255462646484,1241.796142578125,20.46999931335449,,,67.23088073730469,,,19.824731826782227,513.1275634765625,,,,6.68416690826416,12.310166358947754,65.96839904785156,23.75933074951172,221.82931518554688,44.209999084472656,8.92199993133545,32.150394439697266,28.984079360961918,,95.08434295654295,8.187997817993164,21.60515785217285,95.02084350585938,22.59438133239746,40.396461486816406,6.139544486999512,106.95777130126952,90.06588745117188,10.367236137390137,39.8524284362793,20.958999633789062,14.39659023284912,,112.48999786376952,70.30999755859375,20.128816604614254,0.5385552048683167,73.55026245117188,33.13497543334961,26.770000457763672,,,35.97999954223633,,156.22244262695312,58.25930404663086,,2.921999931335449,,48.59999847412109,4.796902179718018,,44.45696640014648,15.210009574890137,,50.417327880859375,16.14533233642578,15.1925630569458,36.081172943115234,,24.489999771118164,,,
2015-08-21,27868.419921875,6.800000190734863,,59.15678405761719,159.7873077392578,,,655.967529296875,211.3521881103516,,1878.8876953125,1514.9766845703125,23.7939510345459,,78.87000274658203,43.82565307617188,63.83724212646485,51.7599983215332,,1.7799999713897705,24.723499298095703,4.623125076293945,,79.2100830078125,8.497862815856934,64.75020599365234,1201.6845703125,19.799999237060547,,,68.5493392944336,,,19.406827926635746,509.2944030761719,,,,6.561521530151367,11.98995590209961,63.84447479248047,23.087400436401367,214.9753570556641,42.435001373291016,8.571999549865723,30.443042755126957,28.434120178222656,,92.71127319335938,8.043062210083008,20.843921661376957,82.4197006225586,22.73048973083496,39.77934646606445,6.02975606918335,105.62924194335938,85.59044647216797,10.140281677246094,37.59185409545898,20.399999618530277,14.191484451293944,,103.95999908447266,69.91000366210938,19.197433471679688,0.5217860341072083,72.03478240966797,32.20861053466797,26.49833297729492,,,34.25,,152.47976684570312,57.92565536499024,,2.7769999504089355,,47.52000045776367,4.607056140899658,,43.46299362182617,14.722224235534668,,48.67796325683594,15.38466739654541,14.62700366973877,34.96289825439453,,24.25,,,
